name,slug,category,religion,denomination,school_type,grade_range,lowest_grade,highest_grade,address,city,county,state,zip,phone,website,total_enrollment,k12_enrollment,student_teacher_ratio,listing_status,source,source_id,needs_review,notes
Salpointe Catholic High School,salpointe-catholic-high-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,1545 E Copper St,Tucson,Pima,AZ,85719,(520) 547-4467,,1305,1305,14.12,Unverified,NCES PSS 2023-24 private school search export,00030942,,Website missing in NCES export; school should claim/update profile.
San Francisco De Asis,san-francisco-de-asis-flagstaff-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,1600 E Route 66,Flagstaff,Coconino,AZ,86001,(928) 779-1337,,200,176,14.3,Unverified,NCES PSS 2023-24 private school search export,00033003,,Website missing in NCES export; school should claim/update profile.
San Miguel High School,san-miguel-high-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,6601 S San Fernando Rd,Tucson,Pima,AZ,85756,(520) 294-6403,,293,293,11.14,Unverified,NCES PSS 2023-24 private school search export,A0500087,,Website missing in NCES export; school should claim/update profile.
Santa Cruz Catholic School,santa-cruz-catholic-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,K-9,K,9,29 W 22Nd St,Tucson,Pima,AZ,85713,(520) 624-2093,,152,152,16.88,Unverified,NCES PSS 2023-24 private school search export,00030964,,Website missing in NCES export; school should claim/update profile.
Scottsdale Christian Academy,scottsdale-christian-academy-phoenix-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-UG,PK,UG,14400 N Tatum Blvd,Phoenix,Maricopa,AZ,85032,(602) 992-5100,,953,907,13.05,Unverified,NCES PSS 2023-24 private school search export,00032677,,Website missing in NCES export; school should claim/update profile.
Seton Catholic Preparatory,seton-catholic-preparatory-chandler-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,1150 N Dobson Rd,Chandler,Maricopa,AZ,85224,(480) 963-1900,,559,559,13.53,Unverified,NCES PSS 2023-24 private school search export,00031491,,Website missing in NCES export; school should claim/update profile.
Shearim Torah High School,shearim-torah-high-school-phoenix-az,Christian School,Other religious,Latter Day Saints,Special program emphasis,10-UG,10,UG,6530 N 7Th St,Phoenix,Maricopa,AZ,85014,(602) 324-3406,,70,70,10.76,Unverified,NCES PSS 2023-24 private school search export,A1170278,Yes,Website missing in NCES export; school should claim/update profile.
Sonshine Christian School,sonshine-christian-school-nogales-az,Christian School,Other religious,Christian (no specific denomination),,PK-6,PK,6,1916 N Frank Reed Rd,Nogales,Santa Cruz,AZ,85621,(520) 281-0356,,90,58,6.44,Unverified,NCES PSS 2023-24 private school search export,A0507092,,Website missing in NCES export; school should claim/update profile.
Southwestern Christian School,southwestern-christian-school-yuma-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-9,K,9,3261 S Ave 6 E,Yuma,Yuma,AZ,85365,(928) 726-3086,,264,264,11,Unverified,NCES PSS 2023-24 private school search export,A9700195,,Website missing in NCES export; school should claim/update profile.
Ss Simon And Jude Cathedral School,ss-simon-and-jude-cathedral-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,6351 N 27Th Ave,Phoenix,Maricopa,AZ,85017,(602) 242-1299,,464,424,19.27,Unverified,NCES PSS 2023-24 private school search export,00031389,,Website missing in NCES export; school should claim/update profile.
St Agnes Catholic School,st-agnes-catholic-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,2311 E Palm Ln,Phoenix,Maricopa,AZ,85006,(602) 244-1451,,167,148,12.33,Unverified,NCES PSS 2023-24 private school search export,00031378,,Website missing in NCES export; school should claim/update profile.
St Ambrose School,st-ambrose-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,300 S Tucson Blvd,Tucson,Pima,AZ,85716,(520) 882-8678,,225,218,18.16,Unverified,NCES PSS 2023-24 private school search export,A2100222,,Website missing in NCES export; school should claim/update profile.
St Andrew'S Preschool & Kindergarten,st-andrew-s-preschool-kindergarten-tucson-az,Christian School,Other religious,Seventh-Day Adventist,Early childhood/child care,PK-K,PK,K,7650 N Paseo Del Norte,Tucson,Pima,AZ,85704,(520) 742-2969,,172,15,7.14,Unverified,NCES PSS 2023-24 private school search export,A9500149,,Website missing in NCES export; school should claim/update profile.
St Anthony Of Padua Catholic School,st-anthony-of-padua-catholic-school-casa-grande-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,501 E 2Nd St,Casa Grande,Pinal,AZ,85122,(480) 520-3667,,186,153,,Unverified,NCES PSS 2023-24 private school search export,00031108,,Website missing in NCES export; school should claim/update profile.
St Anthony School,st-anthony-school-show-low-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,1400 E Owens St,Show Low,Navajo,AZ,85901,(928) 537-4497,,149,131,11.8,Unverified,NCES PSS 2023-24 private school search export,A0700054,,Website missing in NCES export; school should claim/update profile.
St Augustine Catholic High School,st-augustine-catholic-high-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,8800 E 22Nd St,Tucson,Pima,AZ,85710,(152) 075-1830,,276,276,12.26,Unverified,NCES PSS 2023-24 private school search export,A0700055,,Website missing in NCES export; school should claim/update profile.
St Catherine Of Siena Catholic School,st-catherine-of-siena-catholic-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,K-9,K,9,6413 S Central Ave,Phoenix,Maricopa,AZ,85042,(602) 276-2241,,123,123,123,Unverified,NCES PSS 2023-24 private school search export,00031367,,Website missing in NCES export; school should claim/update profile.
St Charles Apache Mission School,st-charles-apache-mission-school-san-carlos-az,Christian School,Catholic,Roman Catholic,Regular,K-7,K,7,355 San Carlos Ave,San Carlos,Gila,AZ,85550,(928) 475-2449,,115,115,16.42,Unverified,NCES PSS 2023-24 private school search export,00030884,,Website missing in NCES export; school should claim/update profile.
St Cyril Elementary School,st-cyril-elementary-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,K-9,K,9,4725 E Pima St,Tucson,Pima,AZ,85712,(520) 881-4240,,359,359,12.37,Unverified,NCES PSS 2023-24 private school search export,00030997,,Website missing in NCES export; school should claim/update profile.
St Elizabeth Ann Seton School,st-elizabeth-ann-seton-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,8650 N Shannon Rd,Tucson,Pima,AZ,85742,(520) 219-7650,,345,298,10.68,Unverified,NCES PSS 2023-24 private school search export,A1900147,,Website missing in NCES export; school should claim/update profile.
St Francis Of Assisi School,st-francis-of-assisi-school-yuma-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,700 W 18Th St,Yuma,Yuma,AZ,85364,(928) 782-1539,,258,243,16.87,Unverified,NCES PSS 2023-24 private school search export,00031061,,Website missing in NCES export; school should claim/update profile.
St Gregory School,st-gregory-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,3440 N 18Th Ave,Phoenix,Maricopa,AZ,85015,(602) 266-9527,,406,353,16.04,Unverified,NCES PSS 2023-24 private school search export,A1990034,,Website missing in NCES export; school should claim/update profile.
St Jerome Elementary School,st-jerome-elementary-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,10815 N 35Th Ave,Phoenix,Maricopa,AZ,85029,(602) 942-5644,,184,160,13.33,Unverified,NCES PSS 2023-24 private school search export,00031334,,Website missing in NCES export; school should claim/update profile.
St John Bosco Catholic,st-john-bosco-catholic-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,16035 S 48Th St,Phoenix,Maricopa,AZ,85048,(480) 219-4848,,445,375,19.73,Unverified,NCES PSS 2023-24 private school search export,A0500090,,Website missing in NCES export; school should claim/update profile.
St John The Evangelist Catholic School,st-john-the-evangelist-catholic-school-tucson-az,Christian School,Catholic,Roman Catholic,Regular,K-9,K,9,600 W Ajo Way,Tucson,Pima,AZ,85713,(520) 624-3865,,392,392,16.33,Unverified,NCES PSS 2023-24 private school search export,00031006,,Website missing in NCES export; school should claim/update profile.
St John Vianney Catholic School,st-john-vianney-catholic-school-goodyear-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,539 E La Pasada Blvd,Goodyear,Maricopa,AZ,85338,(623) 932-2434,,449,387,18.51,Unverified,NCES PSS 2023-24 private school search export,A9500150,,Website missing in NCES export; school should claim/update profile.
St Louis The King Roman Catholic School,st-louis-the-king-roman-catholic-school-glendale-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,4331 W Maryland Ave,Glendale,Maricopa,AZ,85301,(162) 393-9426,,208,196,17.81,Unverified,NCES PSS 2023-24 private school search export,00031458,,Website missing in NCES export; school should claim/update profile.
St Marks Early Childhood Center,st-marks-early-childhood-center-tucson-az,Christian School,Other religious,Pentecostal,Early childhood/child care,PK-K,PK,K,1431 W Magee Rd,Tucson,Pima,AZ,85704,(520) 797-2925,,86,14,7.36,Unverified,NCES PSS 2023-24 private school search export,A9703929,,Website missing in NCES export; school should claim/update profile.
St Mary'S Catholic High School,st-mary-s-catholic-high-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,2525 N 3Rd St,Phoenix,Maricopa,AZ,85004,(602) 251-2503,,487,487,13.34,Unverified,NCES PSS 2023-24 private school search export,00031301,,Website missing in NCES export; school should claim/update profile.
St Mary-Basha Catholic School,st-mary-basha-catholic-school-chandler-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,200 W Galveston St,Chandler,Maricopa,AZ,85225,(480) 963-4951,,400,366,11.88,Unverified,NCES PSS 2023-24 private school search export,00031505,,Website missing in NCES export; school should claim/update profile.
St Michael'S Parish Day School,st-michael-s-parish-day-school-tucson-az,Christian School,Other religious,Friends,Regular,PK-9,PK,9,602 N Wilmot Rd,Tucson,Pima,AZ,85711,(520) 722-8478,,318,306,8.84,Unverified,NCES PSS 2023-24 private school search export,A9300033,,Website missing in NCES export; school should claim/update profile.
St Peter'S Episcopal Montessori School,st-peter-s-episcopal-montessori-school-litchfield-park-az,Christian School,Other religious,Friends,Montessori,PK-5,PK,5,400 S Old Litchfield Rd,Litchfield Park,Maricopa,AZ,85340,(623) 935-7737,,91,36,12,Unverified,NCES PSS 2023-24 private school search export,A0100636,,Website missing in NCES export; school should claim/update profile.
St Teresa Catholic School,st-teresa-catholic-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,5001 E Thomas Rd,Phoenix,Maricopa,AZ,85018,(602) 840-0010,,356,293,8.74,Unverified,NCES PSS 2023-24 private school search export,A2370154,,Website missing in NCES export; school should claim/update profile.
St Theresa Catholic School,st-theresa-catholic-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,5001 E Thomas Rd,Phoenix,Maricopa,AZ,85018,(602) 840-0010,,356,331,16.55,Unverified,NCES PSS 2023-24 private school search export,00031298,,Website missing in NCES export; school should claim/update profile.
St Thomas Aquinas,st-thomas-aquinas-avondale-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,13720 W Thomas Rd,Avondale,Maricopa,AZ,85392,(623) 935-0945,,517,458,14.53,Unverified,NCES PSS 2023-24 private school search export,BB220032,,Website missing in NCES export; school should claim/update profile.
St Thomas The Apostle School,st-thomas-the-apostle-school-phoenix-az,Christian School,Catholic,,,K-9,K,9,4510 N 24Th St,Phoenix,Maricopa,AZ,85016,(602) 954-9089,,489,489,,Unverified,NCES PSS 2023-24 private school search export,00031287,,Website missing in NCES export; school should claim/update profile.
St Timothy Catholic School,st-timothy-catholic-school-mesa-az,Christian School,Catholic,Roman Catholic,Regular,K-9,K,9,2520 S Alma School Rd,Mesa,Maricopa,AZ,85210,(480) 775-2650,,190,190,13.76,Unverified,NCES PSS 2023-24 private school search export,A0304005,,Website missing in NCES export; school should claim/update profile.
St Vincent De Paul Catholic Elementary School,st-vincent-de-paul-catholic-elementary-school-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,PK-9,PK,9,3130 N 51St Ave,Phoenix,Maricopa,AZ,85031,(623) 247-8595,,549,507,18.77,Unverified,NCES PSS 2023-24 private school search export,00031276,,Website missing in NCES export; school should claim/update profile.
Tamim Academy Chandler,tamim-academy-chandler-chandler-az,Christian School,Other religious,Latter Day Saints,Special program emphasis,K-3,K,3,875 N Mcclintock Dr,Chandler,Maricopa,AZ,85226,(480) 855-4333,,14,14,3.88,Unverified,NCES PSS 2023-24 private school search export,A1970247,Yes,Website missing in NCES export; school should claim/update profile.
Tanque Verde Lutheran Preschool & Kindergarten,tanque-verde-lutheran-preschool-kindergarten-tucson-az,Christian School,Other religious,Christian (no specific denomination),Early childhood/child care,PK-K,PK,K,8625 E Tanque Verde Rd,Tucson,Pima,AZ,85749,(520) 749-1738,,113,13,13,Unverified,NCES PSS 2023-24 private school search export,A1500108,,Website missing in NCES export; school should claim/update profile.
Thunderbird Adventist Academy,thunderbird-adventist-academy-scottsdale-az,Christian School,Other religious,Other Christian/Religious,Regular,10-UG,10,UG,7410 E Sutton Dr,Scottsdale,Maricopa,AZ,85260,(480) 948-3300,,131,131,11,Unverified,NCES PSS 2023-24 private school search export,00033331,Yes,Website missing in NCES export; school should claim/update profile.
Thunderbird Christian Elementary School,thunderbird-christian-elementary-school-scottsdale-az,Christian School,Other religious,Other Christian/Religious,Regular,K-9,K,9,7440 E Sutton Dr,Scottsdale,Maricopa,AZ,85260,(480) 991-6705,,96,96,14.76,Unverified,NCES PSS 2023-24 private school search export,AA000211,Yes,Website missing in NCES export; school should claim/update profile.
Torah Day School Of Phoenix,torah-day-school-of-phoenix-phoenix-az,Christian School,Other religious,Latter Day Saints,Regular,PK-9,PK,9,1118 W Glendale Ave,Phoenix,Maricopa,AZ,85021,(602) 374-3062,,412,306,12.28,Unverified,NCES PSS 2023-24 private school search export,A1500113,Yes,Website missing in NCES export; school should claim/update profile.
Tri-City Christian Academy,tri-city-christian-academy-chandler-az,Christian School,Other religious,Baptist,Regular,K-UG,K,UG,2211 W Germann Rd,Chandler,Maricopa,AZ,85286,(480) 245-7902,,263,263,12.76,Unverified,NCES PSS 2023-24 private school search export,00032859,,Website missing in NCES export; school should claim/update profile.
"Trinity Christian School, Inc.",trinity-christian-school-inc-prescott-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-UG,K,UG,1212 Warrior Way,Prescott,Yavapai,AZ,86305,(928) 445-6306,,491,491,245.5,Unverified,NCES PSS 2023-24 private school search export,A0500098,,Website missing in NCES export; school should claim/update profile.
Trinity Lutheran School,trinity-lutheran-school-litchfield-park-az,Christian School,Other religious,Evangelical Lutheran Church in America,Regular,PK-9,PK,9,830 E Plz Cir,Litchfield Park,Maricopa,AZ,85340,(623) 935-4690,,344,233,14.93,Unverified,NCES PSS 2023-24 private school search export,K9300086,,Website missing in NCES export; school should claim/update profile.
Tucson Baptist Academy,tucson-baptist-academy-tucson-az,Christian School,Other religious,Baptist,Regular,K-UG,K,UG,1525 S Columbus Blvd,Tucson,Pima,AZ,85711,(520) 748-2277,,148,148,9.48,Unverified,NCES PSS 2023-24 private school search export,A1592152,,Website missing in NCES export; school should claim/update profile.
Tucson Hebrew Academy,tucson-hebrew-academy-tucson-az,Christian School,Other religious,Latter Day Saints,Regular,K-9,K,9,3888 E River Rd,Tucson,Pima,AZ,85718,(520) 529-3888,,92,92,4.97,Unverified,NCES PSS 2023-24 private school search export,A1900154,Yes,Website missing in NCES export; school should claim/update profile.
United Christian School,united-christian-school-camp-verde-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-9,PK,9,903 W Finnie Flat Rd,Camp Verde,Yavapai,AZ,86322,(928) 567-0415,,171,132,13.46,Unverified,NCES PSS 2023-24 private school search export,A9700217,,Website missing in NCES export; school should claim/update profile.
Valley Christian High School,valley-christian-high-school-chandler-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-UG,K,UG,6900 W Galveston St,Chandler,Maricopa,AZ,85226,(480) 705-8888,,1114,1114,,Unverified,NCES PSS 2023-24 private school search export,BB220022,,Website missing in NCES export; school should claim/update profile.
Valley Christian Schools,valley-christian-schools-chandler-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-UG,K,UG,6900 W Galveston St,Chandler,Maricopa,AZ,85226,(480) 705-8888,,1138,1138,15.27,Unverified,NCES PSS 2023-24 private school search export,02003327,,Website missing in NCES export; school should claim/update profile.
Valley Lutheran High School,valley-lutheran-high-school-phoenix-az,Christian School,Other religious,Evangelical Lutheran Church in America,Regular,10-UG,10,UG,5199 N 7Th Ave,Phoenix,Maricopa,AZ,85013,(602) 230-1600,,137,137,9.78,Unverified,NCES PSS 2023-24 private school search export,A9100470,,Website missing in NCES export; school should claim/update profile.
Verde Christian Academy,verde-christian-academy-cottonwood-az,Christian School,Other religious,Baptist,Regular,PK-9,PK,9,102 S Willard St,Cottonwood,Yavapai,AZ,86326,(928) 634-8113,,218,184,15.46,Unverified,NCES PSS 2023-24 private school search export,BB200022,,Website missing in NCES export; school should claim/update profile.
Veritas Christian Community School,veritas-christian-community-school-sierra-vista-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-UG,K,UG,3993 S Hwy 92,Sierra Vista,Cochise,AZ,85650,(520) 417-1113,,,,,Unverified,NCES PSS 2023-24 private school search export,A0100657,,Website missing in NCES export; school should claim/update profile.
Ville De Marie Academy,ville-de-marie-academy-scottsdale-az,Christian School,Catholic,Roman Catholic,Regular,K-UG,K,UG,7940 E Roosevelt St,Scottsdale,Maricopa,AZ,85257,(480) 947-9442,,229,229,14.96,Unverified,NCES PSS 2023-24 private school search export,A0900159,,Website missing in NCES export; school should claim/update profile.
Vision Christian Academy,vision-christian-academy-glendale-az,Christian School,Other religious,Baptist,Regular,K-UG,K,UG,13419 W Ocotillo Rd,Glendale,Maricopa,AZ,85307,(602) 696-2729,,52,52,8.12,Unverified,NCES PSS 2023-24 private school search export,A0900160,,Website missing in NCES export; school should claim/update profile.
West Valley Christain School,west-valley-christain-school-goodyear-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-9,PK,9,16260 W Van Buren St,Goodyear,Maricopa,AZ,85338,(602) 234-2100,,412,351,15.19,Unverified,NCES PSS 2023-24 private school search export,A0900147,,Website missing in NCES export; school should claim/update profile.
Wickenburg Christian Academy,wickenburg-christian-academy-wickenburg-az,Christian School,Other religious,Christian (no specific denomination),Regular,PK-UG,PK,UG,260 W Yavapai St,Wickenburg,Maricopa,AZ,85390,(928) 684-5916,,205,164,9.21,Unverified,NCES PSS 2023-24 private school search export,A9100477,,Website missing in NCES export; school should claim/update profile.
Winslow Christian School,winslow-christian-school-winslow-az,Christian School,Other religious,Christian (no specific denomination),Regular,K-10,K,10,502 Airport Rd,Winslow,Navajo,AZ,86047,(928) 289-9221,,52,52,4.22,Unverified,NCES PSS 2023-24 private school search export,A1300087,,Website missing in NCES export; school should claim/update profile.
Xavier College Preparatory,xavier-college-preparatory-phoenix-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,4710 N 5Th St,Phoenix,Maricopa,AZ,85012,(602) 277-3772,,1123,1123,14.39,Unverified,NCES PSS 2023-24 private school search export,00031265,,Website missing in NCES export; school should claim/update profile.
Yeshiva High School Of Arizona,yeshiva-high-school-of-arizona-phoenix-az,Christian School,Other religious,Latter Day Saints,Regular,10-UG,10,UG,7045 N 12Th St,Phoenix,Maricopa,AZ,85020,(602) 266-1213,,46,46,3.38,Unverified,NCES PSS 2023-24 private school search export,A1500117,Yes,Website missing in NCES export; school should claim/update profile.
Yuma Catholic High School,yuma-catholic-high-school-yuma-az,Christian School,Catholic,Roman Catholic,Regular,10-UG,10,UG,2100 W 28Th St,Yuma,Yuma,AZ,85364,(928) 257-3389,,517,517,18.46,Unverified,NCES PSS 2023-24 private school search export,A0300076,,Website missing in NCES export; school should claim/update profile.
Yuma Lutheran School,yuma-lutheran-school-yuma-az,Christian School,Other religious,Evangelical Lutheran Church in America,Regular,PK-9,PK,9,2555 S Engler Ave,Yuma,Yuma,AZ,85365,(928) 726-8410,,480,456,17.67,Unverified,NCES PSS 2023-24 private school search export,00032043,,Website missing in NCES export; school should claim/update profile.
